_TYPE_	_NAME_	v000001	v000002	v000003	v000004	v000005	v000006	v000007	v000008	v000009	v000010	v000011	v000012	v000013	v000014	v000015	v000016	v000017	v000018	v000019	v000020	v000021	v000022	v000023	v000024	v000025	v000026	v000027	v000028	v000030	v000034	v000035	v000036	v000037	v000038	v000039	v000040	v000041	v000042	v000043	v000044	v000046	v000047	v000049	v000050	v000051	v000052	v000053	v000054	v000056	v000057	v000058	v000059	v000060	v000061	v000062	v000063	v000065	v000068	v000070	v000071	v000073	v000075	v000078	v000080	v000082	v000086	v000094	v000095	v000096	v000099	v000100	v000106	v000109	v000118	v000119	v000120	v000132	v000139	v000140	v000141	v000144	v000148	v000158	v000161	v000164	v000166	v000170	v000176	v000177	v000180	v000182	v000184	v000187	v000192	v000197	v000198	v000200	v000201	v000202	v000203	v000205	v000206	v000207	v000208	v000210	v000211	v000213	v000214	v000224	v000225	v000228	v000237	v000243	v000245	v000252	v000274	v000281	v000285	v000296	v000297	v000299	v000307	v000323	v000327	v000335	v000348	v000359	v000447	v000450	v000473	v000511	v000518	v000528	v000531	v000533	v000536	v000544	v000549	v000574	v000578	v000610	v000633	v000669	v000703	v000708	v000824	v000832	v000886	v000900	v000941
CORR	v000053	-0.333477044	-0.104725431	-0.134326891	0.0737252116	-0.220854913	0.0376851068	-0.031228288	-0.035675603	0.0890125196	-0.069090907	0.1499289228	-0.124219602	-0.223615159	-0.098379345	-0.158756343	-0.093883572	-0.06029883	0.1463442876	-0.013884908	-0.082352182	-0.097615333	0.0676015021	-0.108323998	-0.836819735	-0.01672914	-0.102287857	-0.061947659	-0.2939788	-0.054160131	-0.014723546	-0.125749576	0.4476900763	0.0692417323	-0.157643038	-0.022332014	0.2355283509	-0.193497084	0.2249351318	-0.036105163	-0.110547565	0.1899730171	-0.101109578	0.4533292571	-0.068932607	0.0765564802	-0.24713425	1	0.1402003467	-0.062187617	-0.242643967	-0.240031266	-0.911760971	-0.048206162	-0.076560478	-0.931648199	-0.935271927	-0.936761984	0.0057771038	-0.223292408	-0.151437316	0.1264668189	-0.963656132	-0.144690153	-0.02918636	-0.143082215	-0.026165011	-0.136444069	0.0274297182	0.0300786143	0.0331160865	-0.999	-0.999	-0.197116611	-0.999	-0.068123305	0.416153306	-0.107639433	-0.180035286	-0.999	0.0400963431	-0.999	-0.999	-0.999	-0.999	-0.999	-0.090596208	-0.999	-0.086060814	-0.795701538	0.0877641735	-0.159303078	0.0073968642	-0.798229449	-0.800434492	-0.800703898	-0.800975236	-0.800975236	-0.801247939	-0.801247939	-0.801247939	-0.801247939	-0.801520063	-0.801520063	-0.801520063	-0.80180322	-0.80180322	-0.802093116	-0.802384239	-0.069023178	-0.805569931	0.0817814156	-0.065126326	-0.810118151	-0.139449218	-0.137554225	-0.051566687	-0.824564818	-0.126549448	-0.122278148	0.0494980448	-0.042439015	-0.836329097	0.2046161877	-0.84318666	-0.113239553	-0.854948554	-0.868007722	-0.927942087	-0.931231886	0.0000574182	-0.975059445	-0.07545149	-0.999	-0.072161037	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.058922177	-0.055122162	-0.04712858	-0.999	0.0442862771	-0.999	-0.999	-0.763937169	0.1271264711	-0.769407871
CORR	v000054	-0.274507614	-0.003828556	0.0656072768	0.1326483764	0.0002242304	0.0155109581	-0.05370367	0.0416040554	0.1158145113	-0.020262227	0.3042585617	0.1639022895	-0.043332259	-0.051732192	0.0394415702	-0.009058813	-0.007623101	-0.254080909	-0.054252563	0.0736572933	0.1102509358	-0.053842821	-0.020921729	-0.035075943	0.0339865433	0.047130697	0.0249962296	-0.099499594	-0.000874412	-0.032076525	-0.271848822	0.4246194224	0.1394850299	0.033995535	0.0672505709	-0.148504562	0.082857605	0.3083524	-0.016287583	-0.056799909	0.2059346704	0.0725385771	0.1969342065	-0.021653453	0.1985751109	0.0176315501	0.1402003467	1	-0.036805333	-0.897685988	-0.088189876	-0.236330896	-0.000098237	0.1489027832	0.0015462938	-0.019549349	-0.93739777	0.0773258852	-0.038773611	0.0103423986	-0.967590789	-0.102230067	-0.060530316	-0.059081369	0.0404512245	0.0228306776	-0.021275216	0.2096227351	0.1577841068	-0.046280068	-0.045319276	-0.1983569	-0.196918226	-0.000979601	-0.11666275	0.1930810695	-0.999	-0.10528041	-0.999	-0.017684221	-0.999	-0.014110568	0.1508770831	-0.999	-0.167168593	0.0297347115	0.142607375	0.1271395098	0.107566192	0.1291631691	-0.032492165	0.0909987304	0.1136317935	0.0966505041	0.1188827713	0.119418231	0.119418231	0.11995563	0.11995563	0.11995563	0.11995563	0.1204949826	0.1204949826	0.1204949826	0.1210363032	0.1210363032	0.1215796064	-0.802503193	-0.805702781	0.1276911485	0.0220064275	0.1705621718	0.0603562765	-0.811577112	0.1168427152	-0.129964347	-0.824794473	-0.826180914	-0.832307965	0.2309705021	-0.042226176	0.0529639356	0.2537636369	-0.115365765	-0.84791279	-0.109462709	-0.10388334	-0.928786915	-0.932066275	0.2503397518	0.1031151423	-0.985986165	0.1724894392	-0.07196155	-0.999	-0.999	-0.999	-0.06943134	-0.064199997	-0.999	-0.999	-0.999	0.0387402288	0.1808604524	0.1013406986	-0.999	-0.999	-0.764065054	-0.019008873	0.1801184753
CORR	v000056	0.1034207047	0.1872828888	0.0902929314	0.0635629423	0.057441115	-0.025667191	0.1012933286	0.0741482801	-0.031813123	0.1128642041	-0.330943409	0.1480807023	-0.029437222	0.0199122824	0.1270796211	0.0248116054	-0.044355177	-0.999	-0.085384272	0.1506654206	-0.060505817	-0.109277581	0.1665644317	0.0527937139	0.0861278541	-0.013136051	0.0490405385	0.0286352685	0.1455222094	0.0030320511	0.2021898205	-0.070939733	0.0464722916	0.125029081	0.0919294037	-0.866966135	-0.192218767	-0.145261221	0.0747758218	0.0757114577	0.0831486003	0.0140646943	0.0630945981	0.1909561446	0.0347783913	0.0189018616	-0.062187617	-0.036805333	1	-0.090082944	-0.122673827	0.03249767	0.072167133	0.1150176319	0.2001824023	0.1291550677	-0.043338597	0.0786195326	-0.222101304	0.0831751742	-0.100304181	-0.034770074	0.0398088201	-0.001887308	0.0933581826	-0.054984031	-0.207504603	-0.207504603	-0.017548154	-0.130244206	0.012543777	0.1700774484	0.0641856132	0.0709496387	0.1547886104	0.0736645877	-0.057106874	0.0143239483	0.0647218269	-0.178503749	-0.103122764	0.0901993953	0.1521468534	-0.167277804	-0.999	0.1876154325	0.1438628698	0.1087947916	0.1630784306	-0.159290093	0.0392730884	0.0087725448	0.169385111	0.1574674216	0.1580157587	0.1585660804	0.1754026044	0.1591184015	0.1591184015	0.1591184015	0.1591184015	0.1596727366	0.1765224709	0.1596727366	0.1602291009	0.1602291009	0.1607875093	0.0497018984	-0.016629538	0.1670694224	-0.144651743	0.1888025439	-0.061848756	-0.06033241	0.1956503685	0.1697607964	0.2401346943	0.0057868528	-0.833743591	-0.121076682	-0.041156936	0.0541036572	-0.843135492	-0.114363577	-0.112037818	-0.85739297	-0.870929461	0.0933252318	-0.936372701	0.0977683452	-0.075860787	-0.991933329	0.1438519673	-0.999	-0.070959388	-0.070122089	0.3200521598	-0.999	0.1192557233	-0.063198052	-0.057721017	-0.999	0.2571277664	0.0455564024	-0.04063846	-0.999	-0.999	-0.018009469	-0.764734903	-0.770366743
CORR	v000057	-0.484350216	-0.188493981	-0.970732391	-0.275442374	0.6172349234	-0.23225144	0.0007991103	-0.085469085	-0.275611628	-0.274207636	-0.330943409	-0.104508692	0.3901240478	-0.323405886	-0.216743673	-0.214011637	-0.999	-0.999	-0.085384272	-0.310688241	-0.140343271	-0.193698719	0.0069903754	0.8514066935	-0.838617886	-0.152352112	-0.151899306	0.9271235397	-0.161254623	0.0030320511	-0.855762081	-0.856213695	-0.856366917	-0.093291359	0.2272227549	-0.260744506	-0.192218767	-0.86941841	-0.034624331	-0.080341865	-0.879120629	-0.134953585	-0.068191194	0.1138335664	-0.246521452	0.5370867145	-0.242643967	-0.897685988	-0.090082944	1	-0.087034738	-0.165191562	-0.931136859	-0.075175865	-0.228458508	-0.939201388	0.8754912677	-0.153894672	-0.222101304	-0.150154771	-0.219032752	0.754005167	-0.990423104	-0.094512054	-0.094229995	-0.999	-0.999	-0.999	-0.132870193	0.4451891672	-0.999	-0.197360356	-0.999	-0.999	-0.066783494	-0.188456755	0.011936108	-0.999	-0.999	-0.103848123	0.1559399575	-0.100551253	-0.999	0.9440836188	-0.999	-0.999	-0.162779338	-0.160853538	0.1932934836	-0.797065365	-0.158103846	-0.156905621	-0.798853208	-0.801137584	-0.801415455	-0.801689198	-0.801689198	-0.801975422	-0.801975422	-0.801975422	-0.801975422	-0.023013871	-0.802254705	-0.802254705	-0.802549358	-0.802549358	-0.802846023	0.7477612949	-0.806431024	-0.806431024	-0.144651743	-0.809452869	-0.811132	0.5886120389	-0.058282042	-0.128962606	-0.826030404	-0.12534815	-0.833743591	-0.833743591	-0.834590712	-0.03876854	-0.843135492	0.6107649992	0.3364917379	-0.85739297	-0.870929461	0.7748836968	0.1838628409	-0.951172118	-0.98187037	-0.991933329	-0.999	-0.999	0.6903236138	0.0135027375	-0.999	-0.999	-0.999	0.731682243	-0.999	-0.053921184	-0.045928044	-0.999	-0.04063846	0.7692722983	0.7692722983	0.787826166	-0.764734903	-0.770366743
CORR	v000058	-0.225703875	-0.013874217	-0.068780422	-0.002401748	-0.088616938	-0.20348457	-0.048784235	-0.054664491	-0.111659481	-0.038269861	-0.141588796	0.1137998782	-0.013962007	-0.076760505	-0.007359105	-0.05669041	-0.040879357	-0.207682014	-0.065123237	-0.044862839	0.303460344	0.0427066135	-0.103663385	-0.082227897	0.1076431839	-0.057602749	-0.148853715	-0.119022166	-0.049413771	-0.027502284	-0.009627927	-0.046126204	0.0225759708	0.0246507223	0.0721440705	-0.189772874	0.1585796651	-0.142313471	-0.031365192	-0.052388422	-0.070610769	-0.042501189	-0.065062349	-0.093607753	-0.06369884	-0.037887952	-0.240031266	-0.088189876	-0.122673827	-0.087034738	1	-0.024923508	-0.073411431	-0.108248919	-0.04208039	-0.948543871	-0.070052299	0.0307945165	-0.219480391	0.0537161734	-0.004978749	-0.145549677	-0.092963451	-0.211281891	-0.024348683	-0.136525577	0.119814124	-0.04740644	0.0117341092	-0.20032211	0.0595889446	-0.035552759	-0.003082399	0.0033112509	-0.026219501	-0.111771963	-0.999	0.1426299881	-0.999	0.3343779486	-0.175197932	-0.097725371	-0.166466811	-0.038826155	0.4925786819	-0.086486235	-0.160141774	-0.081951104	-0.158215606	-0.15665187	0.0423677943	0.0117992784	-0.153461233	-0.149766124	-0.149348357	-0.148929112	-0.148929112	-0.148508379	-0.148508379	-0.148508379	-0.148508379	-0.148086146	-0.148086146	-0.148086146	-0.147662403	-0.147662403	-0.147237139	-0.069623646	-0.064915262	-0.142455563	0.0261726047	-0.811705093	-0.813507261	-0.005924748	-0.133711797	-0.047461906	-0.123749526	-0.122705357	-0.118433546	-0.837760957	-0.117888496	-0.11568268	-0.847847568	-0.031657909	0.0238419356	-0.025264358	0.0753031697	-0.082442358	-0.081700813	0.100748898	-0.073217202	0.0118284553	-0.999	-0.999	0.1130228235	0.1140146062	0.073525733	-0.999	0.0795014701	-0.999	-0.055078878	0.0901081262	-0.999	0.048350131	-0.999	0.1654490779	0.1654490779	-0.766580643	-0.015373721	0.0803697534
CORR	v000059	-0.392941435	0.1172483241	-0.098213462	0.0732215013	-0.02259788	-0.139624499	0.0451173443	0.0906754726	-0.12539884	-0.073598716	-0.116904036	0.0202492056	0.3922065564	0.0285661549	0.0588571972	0.0961136923	0.0449088636	-0.02009307	0.22518849	0.2700438015	-0.036831246	-0.061868634	0.1402398991	-0.058908	-0.021842278	0.1622087965	-0.071682224	-0.114821722	0.0754714608	0.3910246184	-0.264778859	-0.26430723	0.0272043342	0.2074667464	0.08892865	-0.254647949	-0.105037832	-0.183967311	0.0425361452	0.1185646659	0.0005625916	0.3279378509	0.0064172233	0.1638839015	0.0260153774	-0.123788247	-0.911760971	-0.236330896	0.03249767	-0.165191562	-0.024923508	1	-0.039470583	0.030391805	0.0306711278	-0.962216772	-0.14948441	-0.033590491	-0.060367092	0.0911584343	-0.09339822	-0.141765518	-0.136798997	0.3930468259	-0.13519052	-0.999	-0.080374085	-0.04332607	-0.999	0.3580956448	-0.037045501	-0.19120675	-0.189766945	0.0074827433	-0.108978322	-0.021069351	-0.099741148	-0.172673101	-0.172673101	-0.999	0.204933523	-0.093937261	-0.794986117	-0.795878933	-0.796445342	-0.082698547	-0.798294855	0.0112313496	-0.154679743	-0.153115636	0.0465161516	-0.023134611	-0.802518741	-0.805202428	-0.805533519	-0.805853275	-0.805853275	-0.806193369	-0.806193369	-0.806193369	-0.806193369	-0.806523146	-0.806523146	-0.806523146	-0.8068662	-0.8068662	-0.807216035	-0.14327199	-0.138916392	-0.811439182	-0.138471889	-0.1353127	-0.13346886	0.0984477543	-0.051675013	-0.122778563	0.0114614683	-0.039768735	-0.114891169	-0.843613291	0.01811467	0.1481728221	-0.854739605	-0.108177128	0.0685368392	-0.102273381	-0.887768382	-0.962417773	0.3344327098	0.0627030889	-0.999	0.1131128766	0.0182587194	0.0191607457	0.2081760987	-0.063936959	-0.999	0.1199998288	0.1261948075	0.083385771	-0.999	0.1371938373	-0.039749097	0.0520932531	0.0520932531	0.1249645122	0.1249645122	-0.011842432	-0.011842432	-0.005079185
CORR	v000060	-0.258018718	0.0300947136	0.0917937708	0.1488809814	-0.101307353	0.0714968882	0.0615526303	0.0991457604	0.2090850869	0.1792901164	0.0964114351	0.1783288225	-0.149219449	-0.081973599	0.100938272	-0.16780354	-0.015160959	-0.164291096	0.0870162333	0.0538622486	-0.014791228	-0.094946309	0.0981637821	-0.144065671	-0.014547997	0.1631942912	0.1320952182	-0.281238322	0.1054285854	-0.015987258	0.1655321301	0.198417507	0.1830072188	0.1005064422	-0.136874072	-0.249104842	-0.179644893	0.0339990233	0.0642807937	0.0915561776	0.1227772877	-0.05667105	0.078605229	0.1717256367	0.033154351	-0.16404121	-0.048206162	-0.000098237	0.072167133	-0.931136859	-0.073411431	-0.039470583	1	-0.031503768	0.1178806343	-0.21564487	-0.98967248	0.1823861415	-0.053884274	0.2443882879	0.0683186114	-0.208033084	-0.082730098	-0.081328798	0.1085654896	0.0954562093	-0.074097476	0.1004903647	-0.00361696	-0.117623504	0.0002818583	-0.111588365	-0.999	0.2187685002	-0.17762163	0.1075208137	-0.04394153	-0.999	-0.003363809	-0.16673617	-0.002187927	-0.037864993	-0.157326581	-0.798721856	-0.077898238	0.3744910117	-0.150997465	0.1779945309	-0.149070135	0.1252616638	-0.069183495	-0.016878866	-0.144313052	-0.140615992	-0.140198013	-0.139778557	-0.139778557	-0.139357614	-0.139357614	-0.139357614	-0.139357614	-0.138935172	-0.138935172	-0.138935172	-0.138511222	-0.138511222	-0.138085751	-0.812317535	0.0966874135	-0.133301937	0.0972339565	0.040347244	-0.823220224	0.0441512372	0.0064006298	0.1842231244	-0.114589504	-0.033770491	0.3155337125	0.2132617928	-0.855372087	0.1548857121	0.1584303772	-0.870163919	0.0749192135	-0.887074024	-0.091073739	-0.994680536	-0.999681177	0.1457698987	0.1175317893	0.0769494133	0.122338387	-0.999	-0.999	0.2989750953	-0.056628048	-0.999	-0.051399079	-0.999	-0.999	0.1001294778	-0.034138837	-0.028852992	-0.999	-0.766050309	-0.766050309	-0.774145323	-0.774145323	-0.781712734
CORR	v000061	-0.12909411	0.2656207749	-0.044089595	0.1840118194	0.9065103545	-0.099766682	0.2009566398	0.1594587548	0.1498558909	-0.135874745	0.0172936163	0.2747895876	0.132696297	-0.310844829	0.2078050719	-0.199668924	-0.027340687	-0.836161921	0.0504805072	0.0936665003	-0.125025759	0.0457604313	0.0804878909	0.7791173013	0.0412657896	0.1864232286	-0.010610168	0.7212455275	0.3083716404	0.0032743297	0.1494343015	-0.03342652	0.3471841326	0.123462054	0.0133841907	-0.178828769	-0.097263429	-0.041208175	-0.040786267	0.0367767842	0.1754571014	-0.166932265	0.1189438665	-0.081747046	0.1082148489	0.8196672459	-0.076560478	0.1489027832	0.1150176319	-0.075175865	-0.108248919	0.030391805	-0.031503768	1	0.1567969845	-0.095268896	-0.028060278	-0.025627472	-0.209288225	0.1545123913	-0.133800714	0.3167708316	-0.202321533	0.1246733293	0.0577665918	-0.077241536	-0.121354202	0.2907009933	0.0473576082	0.1534064365	0.1927852112	-0.999	0.0090269915	-0.103093811	-0.999	-0.051331465	-0.167952678	-0.999	-0.999	-0.999	-0.999	0.0335696478	0.989277999	-0.077908631	0.0127261365	0.1738640009	0.9891871644	-0.803609583	0.9451503005	-0.146396992	-0.016999033	0.0834961853	0.9907170618	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.1171622414	-0.132192666	0	-0.001767719	-0.822218346	-0.048050777	0.1311956207	-0.829105729	0.293623079	-0.845596887	-0.847591073	-0.027965177	0.0249540067	-0.857733112	-0.105410851	0.0721013364	-0.101447526	0.1098793819	0.0392715414	0.1209441681	-0.072170413	-0.999	-0.068415468	-0.062947372	0.1556387144	-0.058878778	0.1896612086	-0.058047775	-0.057210817	0.2645110941	0.1928108673	-0.999	0.2497506908	-0.999	0.1803768087	0.2941991208	-0.027745317	0.1965954196	-0.013986124	-0.013986124	-0.775194565	0.224340498	-0.78296344
CORR	v000062	0.2138525099	0.065930411	0.034030301	0.0963818612	0.0365269892	0.0199638803	0.0095953182	0.2511569087	0.1439869176	-0.000757589	0.0176049934	0.1226991601	-0.147636446	0.1384957512	0.3270406866	0.1765830407	0.1588398779	-0.304023895	0.040250332	0.1027131475	-0.027790865	-0.053097146	0.0370047601	-0.001854222	0.0533339961	0.1651708063	-0.043886667	0.0208367975	0.1556848468	-0.109378245	0.3013813557	0.0360953292	0.1413108767	0.0526733876	0.01366893	-0.887343449	0.1550171923	-0.018834895	0.0924169721	-0.129420679	-0.032933591	-0.029790147	0.142054993	0.0158476452	0.0516705764	0.0524126966	-0.931648199	0.0015462938	0.2001824023	-0.228458508	-0.04208039	0.0306711278	0.1178806343	0.1567969845	1	0.1342779811	-0.094514222	0.0233930114	-0.136874839	-0.021215469	-0.085629451	-0.20670902	0.2464129379	0.0139505753	0.4702303182	0.0609129505	0.0217757904	0.1021890363	0.047631103	-0.999	0.0726153357	0.2329560907	0.1630983325	0.1405374287	0.1718586846	-0.100546675	0.1533772648	-0.165741243	0.0297697499	-0.16540653	-0.039069872	0.1438252028	0.2128699638	-0.15416897	0.1726715232	0.2314992411	0.2214448343	-0.147738875	0.1796800875	-0.146174102	-0.016750449	0.056099891	0.2305132475	0.235534528	0.2361024824	0.2366724979	0.2366724979	0.2372445896	0.2372445896	0.2372445896	0.2372445896	0.2378187731	0.2378187731	0.2378187731	0.238395064	0.238395064	0.238973478	-0.813564339	-0.053699343	0.2454808584	-0.131524995	-0.049805036	0.0768510512	-0.826725557	0.1090267733	-0.115827755	0.019173075	-0.112211933	-0.856998356	-0.856998356	-0.85820804	-0.105187645	0.1347179392	-0.873549407	-0.098898123	0.2124579744	-0.910832372	-0.999	-0.999	-0.068192321	0.0765798896	-0.999	-0.058655699	0.0265392323	-0.999	-0.056987752	0.4786640474	0.0850441295	-0.999	-0.999	-0.999	-0.999	0.2211580207	-0.02752261	0.0594357776	-0.767051289	-0.767051289	-0.775416263	-0.004916	-0.783241401
CORR	v000063	0.5736479254	0.0676896455	0.057190785	0.0305522463	-0.142979914	-0.046845757	0.0111793429	0.1495252471	0.1975844548	0.0116324127	-0.088361625	-0.149041738	-0.146303736	0.0184593863	0.079408483	0.1310193051	0.056317483	-0.302928991	0.0307623653	0.0956068311	-0.04223746	-0.018303823	0.1443846999	-0.175174354	0.0035793557	0.1265554188	0.0200917932	-0.21200731	0.1088277154	-0.012896521	0.0646746031	-0.256354435	0.1428948097	0.0080190856	-0.134130173	-0.246681184	-0.066522254	0.0205182172	0.0939265344	0.0820253123	-0.086261923	-0.119028024	-0.003544812	0.1092509524	-0.00212951	-0.161419442	-0.935271927	-0.019549349	0.1291550677	-0.939201388	-0.948543871	-0.962216772	-0.21564487	-0.095268896	0.1342779811	1	-0.212760585	-0.210723133	0.0052916496	-0.134917838	-0.132361987	-0.13313399	0.5658938666	-0.19974194	0.2837042821	-0.124105633	-0.034018732	0.1490804081	0.1225732839	-0.114996483	-0.187944062	0.2238234785	0.2258195163	0.0438123611	0.425813756	0.0464284091	0.2355374401	-0.16462222	0.1229448471	-0.038577242	-0.087870797	0.3471136507	-0.027945656	-0.80012694	-0.151939131	-0.80157371	-0.020791521	-0.804549008	-0.069528548	-0.805748877	-0.015500778	-0.142666991	-0.013232919	-0.009051039	-0.008578187	-0.008103651	-0.008103651	-0.00762742	-0.00762742	-0.00762742	-0.00762742	-0.007149481	-0.007149481	-0.007149481	-0.006669822	-0.006669822	-0.006188403	-0.814640755	-0.819430389	-0.000774984	-0.819934955	-0.823824765	-0.826270088	0.006981001	-0.830970975	-0.035058012	-0.03227844	-0.111090008	-0.106817067	-0.859426773	-0.860669492	0.0295648932	-0.873334251	-0.876511179	-0.883225291	0.3597918424	-0.915030031	-0.999	-0.999	-0.999	-0.061602728	0.024163836	-0.999	0.1260793328	-0.999	-0.999	-0.054174415	0.0862751663	-0.048945968	-0.048945968	-0.999	0.0462049179	-0.999	-0.999	-0.026403134	-0.767910239	-0.767910239	-0.776512039	-0.776512039	-0.784567145
CORR	v000065	-0.383846136	-0.189806089	-0.361936049	-0.179898131	0.785317107	-0.189216969	0.0216834065	-0.116873401	-0.323532594	-0.258711827	-0.252723375	-0.10449498	0.3854969789	-0.309094194	-0.243344919	-0.197669306	-0.239572015	-0.836890886	-0.130370716	-0.187339071	-0.041657447	-0.843929273	-0.04862123	0.7687080339	-0.28202921	-0.107190196	-0.16906732	0.8721732501	-0.144840911	-0.012327771	-0.873417665	-0.874106272	-0.25575141	-0.029038792	0.2053813647	-0.246235255	-0.245893788	-0.244345461	-0.016459577	0.0043031579	-0.237769136	0.0327608101	-0.002987056	0.1659282878	-0.114907917	0.595722078	-0.936761984	-0.93739777	-0.043338597	0.8754912677	-0.070052299	-0.14948441	-0.98967248	-0.028060278	-0.094514222	-0.212760585	1	-0.999	-0.135191934	0.0066940383	-0.13187889	0.879775348	-0.200535819	-0.199293003	-0.077797256	-0.196768559	-0.07084859	-0.999	-0.117140241	0.216684522	-0.187494544	-0.999	-0.999	-0.175943531	-0.099856877	-0.173803128	-0.090619672	-0.999	-0.999	-0.999	0.1248008484	-0.160781356	-0.799271076	0.768452101	-0.801116871	-0.80186638	-0.02028823	-0.804874936	0.2392832488	-0.806088996	-0.143415236	-0.142215892	-0.063909157	-0.059916843	-0.059465451	-0.059012457	-0.059012457	-0.05855785	-0.05855785	-0.813361969	-0.05855785	-0.813775481	-0.813775481	-0.058101618	-0.814210147	-0.814210147	-0.057184233	0.8274656109	-0.819934841	-0.819934841	-0.820444862	-0.824395533	-0.82686977	0.5378100979	-0.042566729	0.018005129	-0.848927299	-0.030667166	-0.026047565	-0.860435174	-0.105820247	0.0300652823	-0.874532689	0.8197640674	0.5515438178	-0.896123228	-0.916794806	0.8497658194	0.2012027338	-0.999	-0.999	-0.059540919	-0.999	-0.056252018	0.6352099093	-0.999	-0.053723112	-0.053723112	-0.999	0.7294569852	-0.999	-0.999	-0.031237353	-0.758147367	0.0610971541	0.7053141666	0.7053141666	0.7795437106	-0.776974311	-0.785108434
CORR	v000068	-0.216723935	0.0517440343	0.1693340896	0.2167800448	-0.094724895	-0.032264346	0.0768877688	0.1883553008	0.1090214057	0.0631411135	0.1260708844	0.2347237629	-0.099099484	-0.138817822	0.2505499002	0.0029640195	0.0165896441	-0.300484036	0.0558806223	0.027413158	-0.148316862	-0.088910191	0.1558722024	-0.138333015	-0.041739323	0.0361050389	0.0366215619	-0.164857989	-0.012283719	-0.009741776	-0.051172828	0.1817811079	0.1051584282	0.1073134216	-0.177268248	-0.174721758	0.0036284004	0.1524797057	0.0844421915	0.1331232583	0.4954408849	-0.05078413	0.0196814252	0.1366292568	0.0563424916	-0.158744063	0.0057771038	0.0773258852	0.0786195326	-0.153894672	0.0307945165	-0.033590491	0.1823861415	-0.025627472	0.0233930114	-0.210723133	-0.999	1	-0.132996043	0.2044269124	-0.014090118	-0.130454825	-0.077184752	0.062248353	0.0625634634	0.1017847073	0.049436639	0.2131574445	0.1409567518	-0.063407943	0.287434532	-0.106280534	-0.179234126	0.257610294	0.0483111028	0.3236666729	-0.03840596	-0.086276773	0.0023384304	-0.035782195	-0.03502305	0.0062949186	-0.075761361	-0.801658726	0.0492301303	0.3407858591	-0.068929842	0.2664800172	-0.066849268	0.3310892635	-0.808684744	-0.062583842	-0.139359061	-0.135661085	-0.135243006	-0.134823431	-0.134823431	-0.134402411	-0.134402411	-0.134402411	-0.134402411	-0.133979872	-0.133979872	-0.133979872	-0.133555825	-0.133555825	-0.13313024	-0.132703161	-0.049822611	-0.128345468	0.4976294739	-0.826996201	-0.043936777	-0.831690116	-0.834635735	0.0939428446	-0.109630216	0.0243793457	-0.023856729	0.2005034457	-0.103767397	-0.872171997	0.1870716335	-0.883458254	-0.89072504	-0.010211023	-0.0861136	-0.068321511	-0.999	0.3901719705	0.0805652213	-0.999	0.029486337	-0.054200631	-0.999	0.2453337483	-0.999	-0.051671944	-0.999	-0.046444135	-0.999	-0.999	0.441404251	-0.759286269	0.0632640791	-0.769946815	-0.769946815	-0.001304988	-0.001304988	-0.787687025
